subsidiarynumber;vat;name;adprotected;startdate;enddate
1011269040;28685106;"RÅDHUSBAGERIET ApS";0;2005-04-12;
1002997628;29512086;KVICKLY;0;1964-04-20;
1025738531;41295120;"Thurø Bageri ApS";0;2020-03-16;
1003401778;28311257;"Uddannelsescenter Holstebro";0;1993-01-01;
1022749885;21061883;"Bodenhoffs Bageri Aps Domus";1;2017-09-21;
1024679140;20213094;"Lagkagehuset - 302 Amerikavej";0;2019-04-15;
1025035271;40786309;"Kagedeko ApS";1;2019-09-15;
1018729543;20213094;"Lagkagehuset - 881 Viborg";0;2013-09-04;
1013227361;30397878;"Sejers Konditori I/S v/Martin og Pia Larsen";0;2007-05-01;
1008947186;26259495;"COOP Kvickly Slotscentret";0;2002-02-24;
1001906676;47994012;"PEDERS BAGERI AARS APS";0;1971-11-29;
1012862381;30049004;"Stæhr's Bageri v/ Daniel Rasch Stæhr";0;2006-12-06;
1018833553;20213094;"Lagkagehuset - 781 Skive";0;2013-10-21;
1010166914;35954716;"BILKA One Stop";0;2004-03-08;
1003710353;19174794;"Wendorff v/Preben Wendorff";0;1996-04-15;
1001652439;27817793;"Othello Konditoriet v/Jan Thomsen";0;1970-12-01;
1003077524;26259495;SUPERBRUGSEN;0;1981-01-01;
1003224965;35954716;BILKA;0;1987-01-01;
1015362533;32277411;"KRUMME & CO. ApS";0;2009-06-30;
1016999500;19367185;"BrødBoxen v/Henrik Hjort Pedersen";0;2011-08-01;
1007562469;28283121;"Meny Saltum A/S";0;2000-04-14;
1024141450;30397878;"Sejers konditori Slagelse";1;2018-12-01;
1026067584;37938734;"Donut Shoppen DK";1;2020-07-25;
1021921323;25004930;"Vodskov bageren";0;2016-11-15;
1003085447;45757919;"KVICKLY RIBE";0;1964-06-03;
1022389838;38594389;"Street Donuts IVS";1;2017-04-21;
1017692948;34581924;"BAGERHJØRNET ApS";0;2012-05-25;
1018232177;34677980;"Foreningen Købmanden i Alken";0;2012-12-01;
1003056967;38425919;KVICKLY;0;1964-08-16;
1021621680;37895962;"H.U.G Bageri Aps";0;2016-07-26;
1000765515;30138929;"Charlottehøj Bageri v/Nils Schjøtt Nielsen";0;1990-10-29;
1020899286;13874549;"Bageri Haabet";0;2015-06-15;
1008208642;35954716;"Bilka Horsens";0;2000-11-01;
1021296321;37577170;"Bagerdygtigt Valby ApS";1;2016-03-31;
1020329846;28682476;"LE GÂTEAU A/S";0;2015-03-01;
1016860944;33388446;"EMMERYS ApS";0;2011-05-16;
1022609552;38764861;"Kjer's Brød ApS";1;2017-06-29;
1019229153;29739250;"Arden Gl. Station";1;2014-01-01;
1019124653;35599355;"Santacruz Foods";1;2014-02-04;
1016861061;33388446;"EMMERYS ApS";0;2011-05-16;
1000365541;29669481;"Det Varme Brød v/Peder Nielsen";0;1988-08-01;
1003078519;26259495;KVICKLY;0;1982-01-01;
1002952604;14194711;"DFDS A/S";0;1991-10-20;
1017492043;33388446;"EMMERYS ApS";0;2012-02-21;
1001741411;36079010;"Den Gamle By Danmarks Købstadmuseum";0;1964-10-12;
1016295163;33151403;"SEDEN ApS";0;2010-09-08;
1004556803;20872101;"TARP BAGERI APS";0;1998-01-01;
1003224801;35954716;BILKA;0;1992-01-01;
1020857192;37195049;"Harlev Bageri ApS";1;2015-10-29;
1026469313;41841168;Surdejskokken;0;2020-12-01;
1024381982;35863842;"La Bonta IVS";1;2019-02-04;
1003225006;35954716;"BILKA LAVPRISVAREHUS A/S";0;1988-01-01;
1022531146;38717634;"Maria´s Bageri Tølløse ApS";1;2017-06-14;
1011084970;25877543;"BAGERIET CAP HORN ApS";1;2004-11-29;
1008575025;26154391;"MEJDAHLS BAGERI A/S";0;2001-06-29;
1003225055;35954716;BILKA;0;1993-01-01;
1024041375;39934469;"Lunderskov Bageri";0;2018-10-01;
1023624512;39527030;"Vagns konditori";0;2018-04-30;
1024992922;29873909;"Den gamle bager";1;2019-09-01;
1003075995;26259495;"COOP Kvickly Køge";0;1980-12-22;
1010006461;27271588;"SPAR BORUP ApS";0;2003-06-25;
1013659520;30903404;"BUUR - TING & TØJ ApS";1;2007-10-01;
1000640074;13874549;"ØSTERVRÅ BAGERI V/BAGERMESTER HENRIK PETERSEN";0;1990-02-15;
1003172403;69458416;"JYLLINGE BRUGSFORENING";0;1964-05-30;
1025668045;34989060;"Fordsmands Glutenfri";1;2020-03-09;
1008952880;27133312;"Svebølle Center Bageri v/Sys Jørgensen";0;2002-03-01;
1008847343;26382459;"VERONA BAGERIET ApS";0;2002-01-01;
1002928968;12673213;"KVICKLY VARDE";0;1976-07-01;
1008255756;25876288;"John`s Kagehus v/John Jønsson";0;2001-01-01;
1000556366;13398399;"ØRSTED BAGERI V/TORBEN HANSEN";0;1989-10-01;
1018097067;20213094;"Lagkagehuset - 631 Kolding";0;2012-11-30;
1003079606;26259495;"COOP Kvickly Frederiksværk";0;1990-01-01;
1012137016;29421544;"HORNBÆK BAGERI, RANDERS ApS";0;2006-03-23;
1007664911;24217167;"HELLIG ANDERS KONDITORIET SLAGELSE ApS";0;1999-10-18;
1016866136;27580254;Havnebageren;0;2011-05-17;
1003078143;26259495;"KVICKLY Lejemål 4";0;1980-12-22;
1019795620;21061883;"Bodenhoffs Bageri";1;2014-11-23;
1023318861;39308630;"Vejgaard Bageri ApS";1;2018-02-05;
1022626635;38775588;"Schweizerbageriet ApS";0;2017-06-30;
1003076383;26259495;"COOP Kvickly Skive Søndercenter";0;1991-01-01;
1025622916;38014781;"Mammis Gelato produktion";1;2020-03-03;
1014634319;23343118;"Billund Lufthavn";0;2008-08-08;
1021691522;37956368;"Byens Bager Odder ApS";0;2016-08-24;
1013684274;30851684;"konditorbager fuglebjerg";0;2007-09-26;
1002418438;27304176;"Migges Bageri og Konditori/ Michael Ketelsen";0;1984-01-01;
1022520454;10404916;"Nimb Bageri";1;2017-06-01;
1025731332;25512758;Mølleriet;0;2020-04-13;
1003224989;35954716;BILKA;0;1987-01-01;
1014467285;31342538;"Skals Bageri";0;2008-06-01;
1018480472;20213094;"Lagkagehuset - 273 CPH 2 T3AIR";0;2013-05-14;
1003225067;35954716;BILKA;0;1991-01-01;
1021064773;37375195;"Kage DeLux";0;2016-01-18;
1013407459;30553640;"ECKHOLDTS BAGERI ApS";0;2007-06-28;
1010035569;26259495;"Kvickly Bruuns Galleri Bruuns Galleri butik 413";0;2003-10-13;
1014413525;30543939;"NIELSENS BAGERI ApS";0;2008-04-28;
1018500007;35244751;"A.B.T. ApS";0;2013-05-17;
1003171997;69266517;SUPERBRUGSEN;0;1964-04-29;
1023061046;35954716;"Bilka Randers";0;2017-11-24;
1001741411;36079010;"Den Gamle By Danmarks Købstadmuseum";0;1964-10-12;
1010049322;27306861;"Den selvejende institution Midgård Bo- og arbejdsfællesskab";0;2000-09-29;
1003064222;41312319;SUPERBRUGSEN;0;1964-05-14;
1016861126;33388446;"EMMERYS ApS";0;2011-05-16;
1024426323;40040730;"Stenlille Bageri";1;2019-03-01;
1012791468;30010191;"lindholms bageri v/Tue og gitte";0;2006-12-22;
1010123522;27067689;"Richards - center for godt bagværk";0;2003-09-01;
1016860952;33388446;"EMMERYS ApS";0;2011-05-16;
1000082575;10478448;"Bachs Bageri";0;1994-03-15;
1003473619;67278712;"Sampovig A-hus";0;1994-01-01;
1014571031;26259495;"Coop SuperBrugsen Trekroner";0;2008-08-24;
1003076292;26259495;"Coop Kvickly Grenå";0;1980-12-22;
1026283910;41691158;Læ'KARI;1;2020-08-01;
1021167297;20222271;"TAFFELBAY ApS";0;2016-02-01;
1001640935;29103119;"SLANGERUP BRUGSFORENING AMBA SuperBrugsen";0;1964-09-30;
1003224990;35954716;BILKA;0;1987-01-01;
1002446221;74996728;"SEJERSLEV BAGERI V/PALLE ODGÅRD";0;1984-05-01;
1026471334;41810556;"Meyers Bageri SKG";1;2020-11-15;
1003163442;66765911;"SUPERBRUGSEN BILLUND";0;1964-10-28;
1003224540;35954716;FØTEX;0;1989-01-01;
1012562167;29847126;"KURT THOMASEN AUTOMOBILER A/S";0;2006-09-08;
1017342416;34083398;"GERTZ NYBORG ApS";0;2011-12-14;
1003078830;26259495;SUPERBRUGSEN;0;1993-01-30;
1016861193;33388446;"EMMERYS ApS";0;2011-05-16;
1016105003;21061883;"Bodenhoffs Bageri Aps";1;2010-06-10;
1014538050;31579058;"VINTHERS BAGERI ApS";0;2008-06-26;
1003057380;24247031;SUPERBRUGSEN;0;1976-04-02;
1003224928;35954716;BILKA;0;1989-01-01;
1017767425;34604673;"CASTAFIORE ApS";0;2012-06-27;
1012483100;29769869;"SKOVS BAGERIER ApS";0;2006-08-04;
1003078131;26259495;SUPERBRUGSEN;0;1980-12-22;
1002950340;14009914;KVICKLY;0;1964-05-13;
1024804379;40602925;"Ølgod Bageri ApS";0;2019-06-21;
1001374646;17857177;"Bageriet Løgten v/jan boe pedersen";0;1994-06-28;
1003052316;37176117;"SUPERBRUGSEN HÅRBY";0;1964-08-27;
1016861037;33388446;"EMMERYS ApS";0;2011-05-16;
1024734680;35548890;"Digebageren i Havneby";0;2019-05-01;
1003750855;27003176;"Vindeby Bageri v/Erik Rasmussen";0;1996-05-18;
1003072935;43132911;SUPERBRUGSEN;0;1964-04-01;
1003224953;35954716;"BILKA LAVPRISVAREHUS";0;1987-01-01;
1014551030;31588200;"TILST BAGERI ApS";0;2008-06-30;
1003076760;26259495;KVICKLY;0;1980-07-01;2019-06-30
1003224977;35954716;BILKA;0;1987-01-01;
1025321495;41000392;"KB Stenstrup ApS";1;2019-12-11;
1024920832;40696083;"Michalas lille kageri";1;2019-08-06;
1002936958;13304017;"SUPERBRUGSEN LØKKEN";0;1964-10-14;
1003224345;35954716;"FØTEX STORCENTER NORD";0;1991-08-20;
1019230755;14699082;"HOLMS BAGER ApS";0;2014-03-19;
1026311930;40604669;"Dit Bageri";1;2020-10-01;
1014589690;31607027;"Supermarked Holbæk ApS";0;2008-07-11;
1003624526;50574911;"IKEA A/S";0;1995-12-01;
1005212485;21796298;"KLOSTERBAGERIET A/S";0;1999-01-01;
1001242046;17199781;"Bager Andresen v/Claus Andresen";0;1993-07-05;
1003046664;35714618;"SUPERBRUGSEN ØLGOD";0;1981-07-01;
1003224631;35954716;FØTEX;0;1987-01-01;
1009530440;26879302;"HB RANDERS HOLDING ApS";0;2002-11-21;
1020428941;35821368;"Bisgaard Bageri ApS";0;2014-12-01;
1022598135;38714295;"MENY Karlslunde";0;2017-07-01;
1021741422;35954716;"FØTEX FOOD CONVENIENCE";0;2016-09-12;
1001471474;18283492;"KNABSTRUP BAGERI V/ERIK THØNNING JENSEN";0;1995-02-01;
1000045527;10262887;"Kageboden v/Lars Brandt";0;1986-06-22;
1003094871;50310418;"SUPERBRUGSEN HØRNING";0;1965-02-05;
1022561509;35954716;"FØTEX FOOD CERES";0;2017-06-23;
1014413282;31398908;"Håndværksbageren v/Morten Nørbak Tietze";0;2008-04-22;
1017373435;34021937;"BRØD & OST Ry";1;2012-01-02;
1003079655;26259495;"COOP SuperBrugsen Hobro";0;1980-12-22;
1017254681;35954716;"FØTEX HOLBÆK";0;2012-02-13;
1012014836;20258748;"IDEON V/FINN NIELSEN";0;2006-01-01;
1025637549;41183373;"Byen Bager Rødding ApS";1;2020-03-01;
1002335958;71137619;"KØBMAND HANS OLESEN APS";0;1982-01-01;
1003016878;35954716;"Føtex Food Bernikows gade";1;1992-01-01;
1019324911;33388446;"emmerys ApS";0;2014-05-25;
1000788513;20934492;"KARISE BAGERI";0;1991-01-01;
1002766787;87212319;"PRIMA SUPERMARKED FREDERIKSSUND APS";0;1979-02-12;
1004049898;35954716;"FØTEX LM 1040";0;1996-09-17;
1022388130;31577195;"KAJS BAGERI Storegade 5 Broager";0;2017-05-01;
1004892018;27440673;"Byens Brød v/Lars Hesselvig";0;1999-02-01;
1003079631;26259495;"SUPERBRUGSEN VEJGÅRD";0;1982-01-01;
1014896623;35954716;Føtex;0;2009-01-02;
1012373003;20208198;"Havnebageren v/Ulrik C Mogensen";0;2006-07-01;
1024915022;40693076;"Konditorbager v Nathasja Larsen ApS";1;2019-08-02;
1003167035;68061415;"SUPERBRUGSEN HEDENSTED";0;1964-07-16;
1017598755;35954716;FØTEX;0;2012-08-16;
1023852132;39772450;"Hos os ApS";0;2018-08-08;
1017342416;34083398;"GERTZ NYBORG ApS";0;2011-12-14;
1008431740;26259495;"SuperBrugsen Finsensvej";0;2000-01-01;
1009741417;35954716;FØTEX;0;2003-09-18;
1025225380;25850963;"Det lille Bageri Henne Strand";1;2019-11-16;
1003075430;43435612;"BRUGSFORENINGEN HORNSLET";0;1976-04-01;
1003224485;35954716;FØTEX;0;1987-01-01;
1002943126;13751439;"RØGTERS BAGERI I/S";0;1989-12-15;
1019562596;35821368;"Bisgaard Bageri Hillerød ApS";0;2014-07-01;
1003624149;35954716;FØTEX;0;1995-11-29;
1023670379;39616440;"Hirtshals Bageren ApS";1;2018-05-29;
1020262814;28669127;"KonditorBager Ballerup ApS";0;2015-03-25;
1003071502;42715115;"SuperBrugsen Skælskør";0;1964-07-11;
1013466951;35954716;FØTEX;0;2007-11-13;
1022110124;38347403;"Nordic Design by Thinnesen ApS";0;2017-01-19;
1025859916;41384530;"Sukre ApS";1;2020-05-21;
1024699834;38714295;"SPAR Teglholmen";0;2019-05-01;
1003224680;35954716;FØTEX;0;1987-01-01;
1023414577;14676392;"stubs bageri/ Ringe";1;2018-03-07;
1009711917;27023657;"Othello Bageriet v/Niels Frederik Juul Pedersen";0;2003-02-12;
1003079643;26259495;SUPERBRUGSEN;0;1981-07-01;
1003224576;35954716;FØTEX;0;1989-01-01;
1016354119;33120982;"Løgstørvejens Bageri I/S";1;2010-10-11;
1016876395;31271088;"Vestbyens Bageri, Ikast ApS";0;2011-05-23;
1020372156;36684291;"BAGEREN A/S";0;2015-04-01;
1008995180;35954716;"FØTEX Ebeltoft";0;2002-05-29;
1018553798;14940596;Mercantec;0;2013-06-12;
1015419861;32218822;"Hadsund Bageren I/S";0;2009-07-28;
1003030405;20031611;"SUPERBRUGSEN GUDERUP OG OMEGN";0;1964-04-01;
1003224606;35954716;FØTEX;0;1987-01-01;
1021759399;38009710;"Klejtrup Bageri v/Pernille Garsdal Jørgensen";1;2016-09-15;
1018665774;14340637;"Cafe From";0;2013-07-01;
1003173058;69841414;SUPERBRUGSEN;0;1980-12-22;
1003224588;35954716;FØTEX;0;1987-01-01;
1000687752;14141782;"BRIAN BRØNDUM APS";0;1990-01-01;
1024464179;37256218;"Bakery By Doktor";1;2019-03-07;
1003076425;26259495;"COOP SuperBrugsen Thisted";0;1980-07-01;
1020445315;35954716;"Føtex Big, Herlev";0;2015-06-03;
1003615681;18941783;"HANSENS BAGERI";1;1996-01-01;
1025083373;40822607;"Det Gyldne Brød Bjæverskov ApS";0;2019-09-17;
1018818384;35514740;"FROST SUPERMARKED ApS";0;2013-10-11;
1009741425;35954716;FØTEX;0;2003-05-22;
1024577496;40408541;"MIBmadmarked Risskov Brynet ApS";0;2019-03-29;
1007941591;25645782;"SCT. PEDER'S BAGERI ApS";0;2000-10-04;
1017627771;34404844;"Meny Rønde v/René Sønderby Povlsen";0;2012-05-01;
1020445439;35954716;"Føtex Food Esplanaden";0;2015-06-03;
1011519381;28862695;"ROXY BAGERIET, KOLDING ApS";0;2005-06-29;
1003105321;54747411;"SuperBrugsen Marstal";0;1976-07-01;
1021167424;20222271;"TAFFELBAY ApS";0;2016-02-01;
1003224771;35954716;FØTEX;0;1992-01-01;
1017789895;34613176;"BAGERIET INGEBORG VRÅ ApS";0;2012-07-09;
1025823210;41356081;"Vores Bager ApS";1;2020-05-13;
1025862143;41385235;"Tunnelbageren ApS";0;2020-05-24;
1021741384;35954716;"FØTEX FOOD KRØYERS PLADS";0;2016-09-12;
1024822911;40617647;"Byens Brødhus ApS";1;2019-06-27;
1001056235;25677331;Meny;0;1992-01-01;
1021247924;35954716;"FØTEX ROLIGHEDSVEJ";0;2016-03-14;
1000570100;13471282;"VENNELYSTVEJENS BAGERI V/KENT MØLLER JOHANSEN";0;1989-09-30;
1017089524;32274579;"Sweet Valentine Aps";0;2011-08-30;
1018226231;77209913;"Reinh van Hauen ApS.";0;2013-01-01;
1003224709;35954716;FØTEX;0;1987-01-01;
1000669938;20932899;"BOULEVARDBAGERIET V/HENRIK SØRENSEN";1;1990-01-01;
1025693791;41261838;"DET LUNE BRØD - HOBRO ApS";0;2020-03-25;
1018226274;77209913;"Reinh van Hauen ApS.";0;2013-01-28;
1003224357;35954716;"FØTEX SUPERMARKED";0;1994-01-01;
1009987564;30047893;"Bageriet Tidemandsvej 10 v/Akin Kirman";0;2003-07-01;
1017420824;20213094;"Lagkagehuset - 231 Hovedbanegården";0;2012-01-19;
1003194120;77209913;"REINH.VAN HAUEN APS";0;1984-12-31;
1003224679;35954716;FØTEX;0;1987-01-01;
1021053879;36962089;"Bladt Glutenfri Bageri ApS";0;2016-01-13;
1008148690;25797051;"Gjern Bageri v/Thomas Olesen";0;2000-12-17;
1003194120;77209913;"REINH.VAN HAUEN APS";0;1984-12-31;
1003224515;35954716;FØTEX;0;1988-01-01;
1000013325;10072778;"KOLDBY BAGERI V/KARSTEN STRØM";0;1986-01-01;
1013876122;31095174;"Eskelunds Bageri v/Thomas Jensen Kirk";0;2007-12-15;
1003159112;65184818;"SUPERBRUGSEN HERSTEDVESTER";0;1991-04-01;
1003224217;35954716;FØTEX;0;1987-01-01;
1013407459;30553640;"ECKHOLDTS BAGERI ApS";0;2007-06-28;
1002502171;76791112;"TORBEN FOLKE MØLLER";0;1985-02-01;
1003078167;26259495;SUPERBRUGSEN;0;1980-07-01;
1003078052;26259495;"LOKALBRUGSEN VORREVANGEN";0;1980-12-22;
1023481088;39451301;"Nr. Nebel Bageri ApS";1;2018-04-01;
1020169008;36545860;"BAGEREN I SVANESTRÆDE APS";0;2015-02-09;
1003245455;18623978;SUPERBRUGSEN;0;1964-10-14;
1004258397;35954716;"FØTEX HELSINGØR BYCENTER";0;1997-09-23;
1001682109;26490308;"NYTORVS KONDITORI ApS";1;1990-01-01;
1021080817;37256218;"My Bakery By Doktor";1;2016-01-15;
1018226290;77209913;"Reinh van Hauen ApS.";0;2013-01-01;
1011335809;35954716;Føtex;0;2005-09-27;
1023715461;39653648;"LCKRBR CPH ApS";1;2018-06-15;
1026676971;40374981;"Royal Dounalt";1;2021-01-13;
1015144641;32078583;"SB PETERS A/S";0;2009-03-16;
1013597622;35954716;FØTEX;0;2007-10-16;
1024054361;39952033;"Rømø Bageri ApS";1;2018-10-16;
1026290496;38978640;"Thy Whisky Butik";1;2020-09-01;
1003075971;26259495;"COOP SuperBrugsen Nakskov";0;1980-12-22;
1008995199;35954716;"FØTEX Hvidovre";0;2002-08-28;
1015201513;32028195;"Møllebageren v/Søren Schmidt";0;2009-04-24;
1024839695;37215112;Kageboxen;1;2019-07-02;
1020940979;37267066;"Aida BB IVS";0;2015-12-01;
1004258385;35954716;"FØTEX ROSKILDE STATIONSCENTER";0;1997-08-19;
1024815362;40611045;"Smørum Konditori ApS";1;2019-06-24;
1022214868;38440292;"STREET FOOD XP A/S";1;2017-02-23;
1025389782;41053232;"Nordic Chocolatiers ApS";1;2020-01-01;
1007545947;35954716;"Føtex Herlev";0;1999-10-12;
1013407653;30553845;"BENTES BAGERI ApS";0;2007-06-22;
1014512248;31452104;Mesterbageren;1;2008-07-01;
1003076401;35954716;"FØTEX IKAST CENTRET";0;1992-01-01;
1002494786;29425442;"BEDER BAGERI ApS";0;1984-07-01;
1004203380;20253290;"HØJS BAGERI V/MICHAEL HØJ";0;1997-09-01;
1021302399;37580767;"Kagedåsen Catering";1;2016-04-01;
1003061053;35954716;Føtex;0;1986-01-01;
1025650049;41207329;"Taastrup Bager";0;2020-03-02;
1003017862;35954716;"Føtex Food Jagtvej";1;1987-01-01;
1022046981;38290789;"La Nouvelle";1;2017-01-01;
1010200926;35954716;Føtex;0;2004-03-16;
1003224205;35954716;FØTEX;0;2016-02-18;
1009209154;26693497;"Brenderup Bageri v/ K. Hvenegaard";0;2002-07-01;
1003224266;35954716;"FØTEX VIBY CENTRET";0;1987-01-01;
1025420493;41076038;"KBH Bakery ApS";1;2020-01-10;
1003224692;35954716;FØTEX;0;1987-01-01;
1001082439;16338346;"DEN PLESSENSKE SELSØ FOND";0;1992-01-01;
1015406166;35954716;"Føtex Food Dragør";0;2009-10-08;
1025039323;38649485;"Baker Boys Højby";1;2019-10-01;
1003224291;35954716;FØTEX;0;1987-01-01;
1017477516;34227861;"LANGEGADES BAGERI ApS";0;2012-02-14;
1003224758;35954716;FØTEX;0;1987-01-01;
1013658443;30902769;"JAS AF 15.10.2009 ApS";0;2007-10-01;
1008887590;35954716;"Føtex Greve Centret";0;2002-03-22;
1023303600;35942785;Brødværten;1;2018-01-23;
1014619204;35954716;FØTEX;0;2008-11-25;
1024732122;33150113;Brødkurven;0;2019-06-01;
1009141290;35954716;"FØTEX Frihedens Butikscenter";0;2002-10-30;
1023069608;39115484;"Stjernebageren v/Michael Bach Christiansen";1;2017-11-27;
1022756164;35954716;"Føtex Snekkersten";0;2017-08-18;
1024640090;40465863;"Folkebo's Bageri ApS";1;2019-03-28;
1003224655;35954716;FØTEX;0;1987-01-01;
1022670839;38796690;"Anadolu Bageri";0;2017-09-01;
1003224497;35954716;FØTEX;0;1987-01-01;
1019532034;35318291;"Bakkegården Himmelev";0;2014-06-16;2020-11-01
1003079692;26259495;"Coop Kvickly Nørresundby";0;1980-07-01;
1026281705;40490906;"Thorups Bageri Hornbæk";1;2020-09-07;
1003224230;35954716;FØTEX;0;1987-01-01;
1019975017;36459387;"VANILLA CHOCOLATIER & KONDITORI ApS";0;2014-12-11;
1003159148;65198819;"SUPERBRUGSEN ØRHOLM";0;1964-07-23;
1005066362;21617237;"DUKKETEATRET SVANTEVIT";0;1999-04-08;
1004966753;21487597;Konditoriet;0;1999-03-01;
1019762382;36154500;"Cafe Skansen Svaneke";1;2014-10-01;
1014520364;31498716;"GULDBAGEREN HOLSTEBRO A/S";0;2008-06-23;
1019532069;35318291;"Bakkegården Skomagergade";0;2014-06-16;2020-11-01
1023286358;17287672;"Guldbageren i Aalestrup";1;2018-03-05;
1025382672;34902143;"Bagt Helsingør";1;2020-01-03;
1001207877;17027530;"BAGERMESTER POUL NØRGÅRD";0;1993-06-21;
1022559814;36622083;Bagergården;0;2017-05-02;
1007207634;25007379;"Bergstedts Bageri v/Kim Bergstedt & Carina Bergstedt i/s";0;1999-11-01;
1014590206;31607310;"SKOLEGADES BAGERI HERNING ApS";0;2008-05-28;
1001145097;16696706;Hornebageren;0;1993-02-01;
1024649675;40474064;"Skibby Bageriet ApS";1;2019-04-26;
1000764088;14559930;"KonditorBager Slagelse";0;1990-10-30;
1016986441;33722583;"Carlsro Bageri v/Lubomir Caja";1;2011-07-01;
1004117851;20064986;"GULDBAGEREN SKÆRBÆK ApS";0;1997-06-04;
1020233644;33492715;"Konditorbager Rønne Store Torv";1;2015-04-01;
1012942407;30134400;"Vissenbjerg Bageri";0;2007-03-01;
1003401778;28311257;"Uddannelsescenter Holstebro";0;1993-01-01;
1004665135;21041084;"VOR BAGER, TØNDER APS";0;2000-03-02;
1020706003;37066133;"Hjertebageriet ApS";0;2015-09-08;
1022993271;37512338;"Guldægget Bakery";0;2017-11-23;
1026402103;36887613;"Hotel Bageri";0;2020-10-27;
1004917289;21409480;"KRAGES BAGERI APS";0;1999-01-15;
1016295163;33151403;"SEDEN ApS";0;2010-09-08;
1002929629;12716184;"Guldbageren Vestbyen v/Benny Preben Andersen";0;1989-02-15;
1000986667;15837934;"Korup Bageri Martin Filtenborg";0;1992-03-01;
1003224187;35954716;FØTEX;0;1987-01-01;
1023433253;34902143;"Bagt på Jagtvej";1;2018-03-14;
1003224746;35954716;FØTEX;0;1987-01-01;
1017071862;33818084;"Profumo Di Pane v/Rocco Silvano";0;2011-09-01;
1010602676;35954716;FØTEX;0;2004-09-29;
1023325809;34374082;KRINGLEVRIDEREN;1;2018-02-05;
1003224527;35954716;FØTEX;0;1987-01-01;
1014097313;31175461;"EJVINDS ApS";0;2008-01-11;
1003017436;35954716;"Føtex Food Strandvejen";1;1988-01-01;
1018610880;35387420;"Punjab Sweet & Food ApS";0;2013-07-03;
1001204714;26503663;"Bageriet I/S";0;1993-05-18;
1024592010;40421599;"Michael Bek Madsen ApS";0;2019-04-05;
1001671169;21455148;"BERG'S BAGERI ApS";0;1991-01-15;
1009699496;27012833;"BYENS BAGER BROBY ApS";1;2003-01-15;
1023862634;37512338;Guldbageren;0;2018-05-01;
1019956330;36454830;"DET GYLDNE BRØD ApS";0;2014-12-05;
1000366482;12307136;"Bager-Riget v/Niels Henrik Laursen";0;1988-08-01;
1022479829;33120982;"Byen's Bager Langå";1;2017-06-29;2020-12-10
1000947434;15585706;"Byens brød og kager";0;1992-01-01;
1023216074;20703784;"Birkebrød bageri";1;2018-01-08;
1017634859;18376903;"SØBORG TORVEKONDITORI ApS";0;2011-11-01;
1024941813;39775298;"Cafe F2 IVS";1;2019-08-15;
1008314914;25927540;"Glamsbjerg Bageri v/Henrik Johansen";0;2001-03-01;
1021928395;37814695;"KHORN Aps";1;2017-01-26;
1002656463;18654903;"JyderupBageren v/Kim Eriksen";0;1978-01-02;
1026471318;41810556;"Meyers Bageri ABG";1;2020-11-15;
1016668474;30405781;"Guldbageren v/Kaj Bonde";0;2011-02-21;
1014828180;26259495;"SuperBrugsen Ringkøbing";0;2009-01-01;
1003514354;25618610;"Parkbageriet v/Thorben Andersen";0;1995-01-01;
1024963132;40605096;"Brødsnedkeren Humlebæk afd.";1;2019-08-20;
